external_parent_id,chunk_id,chunk_index,queue_category,vertical,interaction_type,issue_type,escalation,answer_status,question_en,question_ar,has_embedding,chunk_text
1455,4337df6d52995799bacab5e2268088f1,0,halan,General,Complain,Technical Issue,No,ok,Cash It Icon does not appear (Cash it),(cash it) شكوى عميل من عدم ظهور الايقونة الخاصة بالخدمة,yes,"Vertical: General | Type: Complain | Issue: Technical Issue | Escalation: No

Question EN: Cash It Icon does not appear (Cash it)
Question AR: (cash it) شكوى عميل من عدم ظهور الايقونة الخاصة بالخدمة

Script:
شكوى عميل من عدم ظهور الايقونة الخاصة بالخدمة:
بعتذر ليك عن اي مشكلة واجهتك. A
برجاء مراجعة بعض البيانات (الرقم المتواصل به - الرقم القومي - الاسم بالكامل) التأكد من خلال CRM ان العميل لديه حد ائتماني كافي
■ لوكل الشروط متوفرة : بعتذر ليك برجاء عمل بعض الخطوات التنشيطية للتأكد من ظهور الخدمة
Cash It -> Tech Complaint -> Cash It Icon does not appear Escalation: No
في حالة وجود نفس المشكلة: برجاء ارسال اسكرين شوت علي رقم الواتساب الخاص بنا +20216303 من عدم ظهور الخدمة ومن خلالي هيتم تقديم طلب والرد في أقرب وقت.
Cash It -> Tech Complaint -> Cash It Icon does not appear Escalation: Yes"
1461,c658cbd871755139b4c36e0af55a2435,0,halan,CF,Inquiry,Technical Issue,No,ok,Fake installments SMS (Fraud),عميل يشكوا من التواصل خلال صفحات التواصل الاجتماعي لسداد الاقساط (حالات سرقة) (Halan),yes,"Vertical: CF | Type: Inquiry | Issue: Technical Issue | Escalation: No

Question EN: Fake installments SMS (Fraud)
Question AR: عميل يشكوا من التواصل خلال صفحات التواصل الاجتماعي لسداد الاقساط (حالات سرقة) (Halan)

Script:
عميل يشكوا من التواصل خلال صفحات التواصل الاجتماعي لسداد الأقساط (حالات سرقة):
CF -> Inquiry -> Fake installments SMS (Fraud)
بنوضح للعميل طرق سداد الأقساط الخاصة بنا .. مع التأكيد اننا لا نتواصل علي صفحات التواصل الاجتماعي لدفع الاقساط.
نوضح كل التفاصيل في التيكت مع بيانات العميل كاملة"
1476,70a42c2bb0455d78bae30926f6d45858,0,halan,CF,Complain,Technical Issue,Yes,ok,cant request cash it,cash it عميل لا يسطيع طلب,yes,"Vertical: CF | Type: Complain | Issue: Technical Issue | Escalation: Yes

Question EN: cant request cash it
Question AR: cash it عميل لا يسطيع طلب

Script:
عميل لا يسطيع طلب cash it: Escalation :Yes-
cash it -> Complain -> tech -> cant request cash it
لو العميل مش عارف يطلب خدمة cash it.
لازم نتأكد إن ليميت العميل مغطي المبلغ اللي هو هيطلبه من CRM. - ولو العميل معاه كارت لازم يكون قافل ""تحويل رصيد التقسيط علي الكارت"". - نوضحله انه يعمل تنشيطات للتطبيق. -
لو المشكلة مازالت موجودة هنقدم طلب للعميل وهيتم الرد خلال 48 ساعة عمل."
1478,3522b42b002a5cda9505cc0b701084e7,0,halan,CF,Inquiry,Non-Technical Issue,No,ok,Inquiry about Halan Pay Service,استفسار عن خدمات دفع حالا,yes,"Vertical: CF | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about Halan Pay Service
Question AR: استفسار عن خدمات دفع حالا

Script:
* استفسار عن خدمات دفع حالا:
Pay <- Inquiry <- Inquiry about Halan Pay Service
هى ايه خدمات Halan Pay- ايه هى الخدمات اللى ممكن استفاد بيها؟
هي محفظة الكترونية تقدر من خلالها
-تشحن فاتورة موبايلك
-تدفع فواتير الكهرباء - المياه
- التبرعات
- حجز سفر (جوباص - بلوباص - مصر للطيران)
-خدمات طبية (فيزيتا)
- خدمات الدفع (تحصيل قرض لبنك الاسكندرية او قرض تساهيل أو اقساط حالا للتمويل الاستهلاكي).
ازاى اشحن المحفظة؟ حضرتك تقدر تعمل ايداع في ماكينة فوري لحساب حالا كود الخدمة 7160
امتى اى عملية هدفعها هتسمع في حسابى؟ مجرد ما العملية تتم من على ابليكشن حالا هتكون العملية تمت والرصيد وصل لحضرتك أو الفاتورة اتدفعت
هل أقدر اسحب الفلوس اللى في المحفظة؟ في الوقت الحالى يافندم ده غير متاح , بس تقدر تستخدم الفلوس دي في عمليات الشراء و دفع ۔ الفواتير من خلال التطبيق.
ايه هو اقصى مبلغ ممكن يبقي موجود علي المحفظة؟ الحد الأقصى لرصيد المحفظة هو 50000 جنيه"
1488,c24237f2b69d5932a994bb42c1ba1070,0,halan,General,Inquiry,Non-Technical Issue,No,ok,Inquiry about Tap-To-Win eligibility,متاحة لكل العملاء  Tap-To-Win هل,yes,"Vertical: General | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about Tap-To-Win eligibility
Question AR: متاحة لكل العملاء  Tap-To-Win هل

Script:
هل Tap-To-Win متاحة لكل العملاء ؟
Halan-> Inquiry -> Inquiry about Tap-To-Win eligibility
- متاحة لكل عملاء Credit Scoring, وعملاء الفروع في القاهرة والجيزة والاسكندرية (فروع مبعوتة)"
1491,5eae595e6e155d1fa447aff64ab43839,0,halan,General,Complain,Technical Issue,Yes,ok,Tap-To-Win prize not available on app,مش متاحة ليه بعد ما استخدم 500ج Tap-To-Win عميل يشكوا ان,yes,"Vertical: General | Type: Complain | Issue: Technical Issue | Escalation: Yes

Question EN: Tap-To-Win prize not available on app
Question AR: مش متاحة ليه بعد ما استخدم 500ج Tap-To-Win عميل يشكوا ان

Script:
عميل يشكوا ان Tap-To-Win مش متاحة ليه بعد ما استخدم 500ج؟
Halan-> complaint -> tech -> Tap-To-Win prize not available on app Escalation: No لازم نتأكد ان :
1- المعاملات تمت عن طريق الكارت ( CF On Card)
2- المعاملات بقيمة 500 ج في اليوم ( مش اكتر من يوم).
3- العميل من credit scoring ولو فروع لازم يكون من الفروع المخصصة.
هنقدم طلب لحل المشكلة و ناخد بياناته كاملة و سكرين شوت من الجايزة و سیتم الرد خلال 48 ساعة عمل.
Back Office <- Escalation: Yes"
1492,662a6453cd965c18a6771dc8cdf892a6,0,halan,General,Inquiry,Technical Issue,No,ok,Same number Process (Halan),المكالمات اللي لازم العميل يكلمني قيها من نفس الرقم (Halan),yes,"Vertical: General | Type: Inquiry | Issue: Technical Issue | Escalation: No

Question EN: Same number Process (Halan)
Question AR: المكالمات اللي لازم العميل يكلمني قيها من نفس الرقم (Halan)

Script:
Case
Call from same numb
Exception from another numbe
Comment
As a general question no problem to share any info related to installments .. But if customer ""asked for HIS installments"" he must contact us from the same registered line
Inquiry about order status
Same Number
Inquiry about block reason
Same Number
Inquiry about customer code
Same Number
Inquiry about order delivery date
Same Number
Inquiry about rejection reason (cash it)
Same Number
Inquiry about Request status (cash it)
Same Number
Cancel the purchasing limit or amount
Same Number
Requesting early transfer (vendor)
Same Number
Customer wants to change branch (Halan)
Same Number
Reschedule installment (Halan)
Same Number
Request to decrease CF limit
Same Number
Early settlement (Halan)
Same Number
Finishing All Instant Approval Installment Paper - Clearance Letter
Same Number
Installment schedule disappeared (Halan)
Same Number
Wrong Product
Same Number
Delay receiving product
Same Number
Under Processing order Issue
Same Number
Change the delivery time
Same Number
Tax invoice Request
Same Number
Return product request (Halan)
Same Number
Cancel purchased request (Halan)
Same Number
Delay of activate salary lending service
Same Number
Installment didn't deducted from salary (Salary Lending)
Same Number
The lending salary not transfer to bank-wallet-card
Same Number
Request / Delay of card activation for Salary lending
Same Number
Employee wants to deactivate lending salary service
Same Number
Transfer Salary lending to Halan Card
Same Number
Salary lending (Early settlement)
Same Number
Cancel Gold limit
Same Number
Early settlement (Gold)
Same Number
Cancel Gold Request (Gold)
Same Number
Reschedule installment (cash it)
Same Number
Decrease CF Limit
Same Number
Early Full Settlement (cash it)
Same Number
Amount Deducted and Customer didn't receive the Serial Number (One Card)
Same Number
Voucher Serial Number is missing numbers (One Card)
Same Number
Create CF request
Same Number"
1495,71a57d603c3f5fe3a64d4293414550c7,0,halan,CF,Inquiry,Technical Issue,No,ok,Inquiry about Credit Limit interest rate (Halan),عميل يستفسر عن نسبة الفائدة؟ (Halan),yes,"Vertical: CF | Type: Inquiry | Issue: Technical Issue | Escalation: No

Question EN: Inquiry about Credit Limit interest rate (Halan)
Question AR: عميل يستفسر عن نسبة الفائدة؟ (Halan)

Script:
*
عميل يستفسر عن نسبة الفائدة؟
CF -> Inquiry -> Inquiry about Credit Limit interest rate
يتم توضيح الآتى:
في حالة شرائك من خلال التطبيق: متوسط الفائدة %38.38 سنويا وبتحدد بناءا على الفترة الزمنية للتقسيط في حالة شرائك من خلال تاجر: متوسط الفائدة 38.38 سنويا وبتحدد بناءا على الفترة الزمنية للتقسيط.
في حاله ان العميل موظف في إحدى شركات حالا: متوسط الفائدة 28.50 وبتحدد بناءا على الفترة الزمنية للتقسيط.
ملحوظة:
فى حالة وضح انه تمويل هو تمويل المضمون : هيتم تحويلك لخدمة العملاء الخاصة بالتمويل المضمون لمساعدة حضرتك (Elite)."
1496,b092652040b754f599495eb555302287,0,halan,CF,Request,Non-Technical Issue,Yes,ok,Cancel the purchasing limit or amount (Halan),عميل يريد الغاء الحد الائتماني (Halan),yes,"Vertical: CF | Type: Request | Issue: Non-Technical Issue | Escalation: Yes

Question EN: Cancel the purchasing limit or amount (Halan)
Question AR: عميل يريد الغاء الحد الائتماني (Halan)

Script:
*عميل يريد الغاء الحد الائتمانى:
CF <- Request <- Cancel the purchasing limit or amount
Escalation :Yes
ممكن اعرف هل في مشكلة واجهت حضرتك ؟ (Retention - محاولة إقناع العميل بعدم الالغاء)
- لو العميل محتاج يحصل علي قرض من بنك.
هنعرض على العميل انه يقلل مبلغ الحد الائتماني للاستفادة من القرض والحد الائتماني. (في حالة التمويل الشخصي). هنعرض على العميل اننا نقدم على قرض لتساهيل لتمويل المشروعات (في حالة تمويل شركة(مشروع).
لو العميل مستاء من تأخير وصول المنتج ليه وعايز يلغي.
هنعتذر للعميل ونوضحله انه هيتم التواصل في خلال ساعتين لتحديد ميعاد الاستلام.
Instant Approval
فرع مشروعي أو تساهيل
فى حالة العميل لم يستخدم الليميت :
مفيش على حضرتك أي أقساط مستحقة لأن حضرتك ما استخدمتش الحد الائتماني .. ممكن نسيب المبلغ التمويلى وتستخدمه وقت ما حضرتك تحتاجه و مش بيكون في اي رسوم على الليمت.
فى حالة ان العميل مصمم على الإلغاء: انا هقدم طلب لحضرتك وهيتم التواصل مع حضرتك فى خلال 48 ساعة عمل لتأكيد أن الالغاء تم. - وفى حالة أن العميل يريد استرجاع أوراقه ويواجه تأخير من الفرع سنقوم بتصعيد الشكوى للقسم المختص للتواصل مع الفرع والرد على حضرتك فى خلال 48 ساعة عمل.
فى حالة العميل مستخدم الليميت ولم يأتى ميعاد استحقاق اول قسط:
- إذا كان دفع اول قسط : استاذئك ممكن ترجع للفرع لاسترداد المبلغ وترجع المنتج والتواصل بنا مرة أخرى.
-إذا كان لم يدفع اول قسط : انا هقدم طلب لحضرتك وهيتم التواصل مع حضرتك فى خلال 24 ساعة عمل.
هل متاح ان العميل يلغى الليمت لو عنده قسط مستحق الدفع ؟
غير متاح الغاء الليمت ولكن المتاح حاليا ان تقوم بالسداد المبكر بعد سداد 4 اقساط من قيمة المبلغ
فى حالة وضح انه تمويل هو تمويل المضمون : هيتم تحويلك لخدمة العملاء الخاصة بالتمويل المضمون لمساعدة حضرتك (Elite)."
1509,1be2b60ab07d58d3b60642fc80fb46b9,0,halan,CF,Inquiry,Non-Technical Issue,No,ok,Inquiry about How to apply (CASH IT),كيفية التقديم علي الخدمة (Cash it),yes,"Vertical: CF | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about How to apply (CASH IT)
Question AR: كيفية التقديم علي الخدمة (Cash it)

Script:
كيفية التقديم على الخدمة:
Cash It -> Inquiry -> Inquiry about How to apply
قم بمشاركة صورة الايصال. اختيار طريقة استلام التمويل (حساب بنكى - محفظة الكترونية.
انتظر الرد بالموافقة أو الرفض خلال 48 ساعة عمل
يتم التقديم من خلال التطبيق . - >
< تأكد ان صورة الايصال واضحة وسليمة . - كارت حالا)
« قم بتأكيد الطلب .- قم بأضافة ال OTP « فى حالة الموافقة يتم تحويل المبلغ فى خلال 3 أيام عمل.
Halan Datan
Bury from any store and receive your money back with the receipt and pay the amount in installnments with Halan Balan
Orders
500 L.E
SOO L E
Please enter the receipt amount
The amount amust not be less than 999 #P and not more than 54000 F0P
sad
Halian Balan
How will you receive money
Choose the rethod you would like to receive your money with
E-Wallet
٨
Bank transfer
٨
Hatan Balan
Receipt details
Category
Receipt amount
Receipt Phote
Maquigt Fhate
theame captore a stcar piume of the
Halan Balan
Receipi details
Installments duration
Transaction details
Transaction details
see ser
X
Product catepery
Search for groduct sategory
weekdings & #rentt
El Brand et Sater
٧
Patian Ballan
Receipt details
Installments duration
Chinese sutale ducation for up to is mamme
Enter ore- time password
CID
Enter the ene-time password that is sent to your mobile
x"
1510,4f598b7b95ee5e0faf0a252df72e58c7,0,halan,General,Inquiry,Technical Issue,No,ok,Inquiry about predict and win,؟ Predict and win اية هي,yes,"Vertical: General | Type: Inquiry | Issue: Technical Issue | Escalation: No

Question EN: Inquiry about predict and win
Question AR: ؟ Predict and win اية هي

Script:
اية هى Predict and win؟
Halan-> inquiry -> Inquiry about predict and win
دلوقتي تقدر تتوقع نتايج ماتشات مصر في بطولة افريقيا وتكسب 50 جنيه علي محفظة حالا اخر معاد لتوقع نتيجة المباراة بيكون قبل الماتش ب5 دقايق .. وفي حالة التوقع صحيح، الجايزة بتضاف علي محفظة العميل خلال 4 ساعات عمل بعد نهاية المبارة
هتكون متاحة علي التطبيق لكل عملاء حالا
Prediet & Win
محتاس نقضى
دماعن اللكورة
عشان نجيب البطولة
عشان نجيب البطولة
Predict & WH SO COm
Mianich starts in The 12% 17
Your prediction
Time is up! Predictions are now closed
SEA O
1
1
Match is ond Dit yee peedict righ?
Enjoy the matcht
Upcoming Matches
Upcoming Matches
Favet VS Ar 044: 29 6:00
Egypt VS Bowth Ahice dec 366. 5:00 Pud
Favet VS Souik Ablea Duc 26.5:00 PM
Dec: 26. 5:00 PM
Du 29. 6:00
Previous Preckctions
Psevious Predictions
Prealous Predictions
Previous Predictions
2-0
2.0
2-0
havet
Predict & Win
Predict & Win
محناصر تفضى
محناص تفضى
محتاجين نقضى
دماءنا للكورة. عشان نجيب البطولة
عشان نجيب البطولة
عشان نجيب البطولة
Predket & Win SO FOPI
fev 10, 05:00 Am
Am 05:00 .16 سيه
Egypt
Subck Toer Predicties
Upcoming Matches
Upcoming Matches
Egppi VE.A Dec 29. 6 00
Dec 35 5:00 PM
for 19. 5:00
2 -0
Tap to win
Play now
Win up to 10.000 EGP with Halan Card
٨
Picked for you
Spin & Win
Circle
Gomla
Malan Card
Predict & win
Predlict Now
Egypt VS Angola
Deals for you
Prefect & wis to rom
Upcoming Matches
Faxpt V. A Des 29. 6:00
Figureel V'S South Ation De: 26. 5:00 PmA
2 . 0
2-0
Predict & Win
Predict & Win
مصاصي نفضى
دماعنا للكورة
دماءنا للكورة
دما عنا للكورة"
1511,2f6a32e5acb45d20993bbb1468b30fb4,0,halan,General,Complain,Non-Technical Issue,No,ok,Predict and win prize not added to wallet,Predict and win عميل توقع النتيجة صح  و المبلغ متحولش,yes,"Vertical: General | Type: Complain | Issue: Non-Technical Issue | Escalation: No

Question EN: Predict and win prize not added to wallet
Question AR: Predict and win عميل توقع النتيجة صح  و المبلغ متحولش

Script:
عميل توقع النتيجة صح والمبلغ متحولش Predict and win؟
Halan -> Complaint -> Non tech -> Predict and win prize not added to wallet
لازم نتأكد الاول من محفظة العميل ان الجايزة منزلتش (ممكن تكون نزلت وتم استخدامها) .. لو نزلت Escalation : No
لو منزلتش .. لازم العميل يبعتلنا سكرين من التوقع الصح علي رقم الواتساب وهنقدمله طلب وسيتم الرد خلال 24 ساعة عمل Escalation:Yes
لازم ناخد بیانات العمیل کاملة ف التیکت (اسم - رقم - بطاقة)
9:41
Predict & Win
X
Goal!
Your prediction was right! 50 EGP has been added to your Halan Balance, enjoy your reward!
Your prediction was right! 50 EGP has been added to your Halan Balance, enjoy your reward!
Okay, Got it!
Okay, Got it!
Predict & Win
X"
1512,84d8fd1ad3265c5093a8accc472d718e,0,halan,General,Inquiry,Technical Issue,No,ok,Bill Payment Inquiry (Halan),اية هي خدمة شحن و دفع الفواتير ؟ (Halan),yes,"Vertical: General | Type: Inquiry | Issue: Technical Issue | Escalation: No

Question EN: Bill Payment Inquiry (Halan)
Question AR: اية هي خدمة شحن و دفع الفواتير ؟ (Halan)

Script:
اية هي خدمة شحن ودفع الفواتير ؟
Halan -> Inquiry -> Bill Payment Inquiry
عن طريق تطبيق حالا حضرتك ممکن تشحن رصيد لكل الشبكات و تدفع فواتير و اقساط زي :
- دفع اقساط زي ""Valu و بريميم كارد و بي تيك""
- تدفع فواتير الكهرباء - المياه - غاز
- دفع مصاريف بعض المدارس والجامعات
- حجز سفر زي جوباص و مصر للطيران و سويفل
- خدمات طبية (فيزيتا)
- ممکن کمان تتبرع لجمعیات خیریة کتیر
طرق دفع الفواتير هي
Apple Pay .1
Credit Card .2
3. محفظة الكترونية
4. محفظة حالا
.5
Halan Card
6. عن طريق "" رصيد حالا"" الخاص بحضرتك واقل فاتورة تكون ب 500ج علي فترات تقسيط ( شهر - شهرين - 6 اشهر ) فقط"
1513,1aed383ebabf5e979688b33838a683c0,0,halan,General,Inquiry,Technical Issue,No,ok,bill,CRM تفاصيل دفع الفاتورة علي,yes,"Vertical: General | Type: Inquiry | Issue: Technical Issue | Escalation: No

Question EN: bill
Question AR: CRM تفاصيل دفع الفاتورة علي

Script:
تفاصيل دفع الفاتورة على CRM
Bill Payment Details
الخدمة اللي تم دفع الفاتورة او شحن الرصید لها
Date & Time: 17/12/2025, 11:30
وقت المعاملة
Service Name: Etisalat
رقم عميلة الشحن
UPG Transaction ID: 0138fb04-5713-4e01-8b58-bffec4e1amz
رقم العميل اللي دفع منه الفاتورة
User Phone Number: 01144695355
Bill Gateway: BEE
Bill Type:
PRE
Group Name: Telecom
Category: Mobile
Payment Methods: {HALAN_CARD}
طريقة الدفع
Payment Breakdown
Total Amount
Service Fees
Paid Amount
Bill Transaction ID: 34701f20-8ff5-4b2c-a1a3-7b4867aba4a4
User ID: 5aeb3b1fa8850500037d711b
Beneficiary Number: 01106034844
الرقم اللي العمیل دفعله ١ شحنله الفاتورة او الرصيد (المستفید)"
1514,becd89a92dd257239477a98ed19de159,0,halan,General,Inquiry,Technical Issue,No,ok,bill,CRM معني طرق دفع الفواتير علي,yes,"Vertical: General | Type: Inquiry | Issue: Technical Issue | Escalation: No

Question EN: bill
Question AR: CRM معني طرق دفع الفواتير علي

Script:
معني طرق دفع الفواتير على CRM
طريقة الدفع
Payment Method
کارت حالا
HALAN CARD
HALAN_CONSUMER_FINANCE_PRICING
حالا كريديت (بالتقسيط)
R2P
محفظة الكترونية
CLOSED_LOOP_WALLET
محفظة حالا (محفظة التطبيق)
APPLE_PAY
APPLE PAY
PAYFORT_CREDIT_CARD
کریدیت كارد
کریدیت كارد
PAYFORT_WITH_TOKENIZATION_V1"
1515,308f2ff758ab5e1b8ba743b6ab007a90,0,halan,General,Inquiry,Technical Issue,No,ok,bill,CRM معني حالات الفواتيرعلي,yes,"Vertical: General | Type: Inquiry | Issue: Technical Issue | Escalation: No

Question EN: bill
Question AR: CRM معني حالات الفواتيرعلي

Script:
معنى حالات الفواتير على CRM
1- في الحالة دي الفاتورة اتدفعت بنجاح :
Provider State:
SUCCESS
Payment State:
SUCCESS
2- في الحالة دي متخصمش اي مبلغ من العميل .. العمیل اکتفي بالاستعلام عن المبلغ المطلوب و لم يتم عملية الشحن او دفع الفاتورة (یعني مش هقدم شکوي للعميل) :
Provider State:
INITIATED
Payment State:
INITIATED
4- في الحالة دي لم يتم الخصم ولم تكتمل عملية الدفع (العميل مكملش الدفع) .. يعني مش هقدم شكوي للعميل
Payment State: FAILED
Provider State:
INITIATED
Payment State:
PENDING
Provider State:
INITIATED
5- في الحالة دي فعلا تم الخصم من العميل ولم يتم دفع الفاتورة .. (هنقدم شكوي للعميل Bill payment not : (reflected
Payment State: SUCCESS
Provider State: FAILED"
1516,2fc34a368e7d5fd985259ca620b51bdc,0,halan,CF,Complain,Technical Issue,Yes,ok,Bill payment not reflected (Halan),شكوي عميل من دفع فاتورة و تم خصم المبلغ و لم يتم الدفع (Halan),yes,"Vertical: CF | Type: Complain | Issue: Technical Issue | Escalation: Yes

Question EN: Bill payment not reflected (Halan)
Question AR: شكوي عميل من دفع فاتورة و تم خصم المبلغ و لم يتم الدفع (Halan)

Script:
* دفع فاتورة وتم خصم المبلغ ولم يتم الدفع:
Halan -> complaint -> Tech -> Bill payment not reflected
Escalation Yes
بنعتذر للعمیل و بنوضحله اننا هنقدم طلب لحل المشکلة ولازم ناخد البیانات دي في التیکت لازم نختار طريقة الدفع صح في التيكت ولو العميل دفع بطريقتي دفع هكتب الاتنين في ال Allegation .
Service Namel Etisalat
1. بيانات العميل كاملة
UPG Transaction ID:
2. الفاتورة اللي تم دفعها فاتورة اية ؟
3. وقت العملية
User Phone Number: 01146695355
Bill Gateway: BEE
Group Name: Telecom
Payment Methodsi DHALAN_CARD
نعرض علي العميل اننا ممكن نرجع المبلغ المخصوم علي محفظة حالا خلال ساعتين عمل فقط:
لو العميل وافق هنختار ف الفورم (Halan wallet)
Payment Type""
لو رفض ومحتاج استرجاع المبلغ علي نفس طريقة الدفع هنختار
Same payment
Halan Card
@ Malan Wallet
malan Credit
Apple Pay
Credit Card
(ما عداااااا لو العميل دافع برصيد التقسيط او كارت حالا) مش هنعرض عليه.
Customer nequest to refund on
Halam Wallet
@ Same Payrant
لو العميل محتاج استرجاع المبلغ علي نفس طريقة الدفع هنوضحله المدة حسب طريقة الدفع
مدة الرد علي الشكوي حسب طريقة الدفع :
و لازم ناخد بالنا ان لو عميل دفع بوسيلتين دفع مع بعض (مثلا : محفظة حالا وكريديت كارد) هنوضحله اقصي مدة.
سيتم الرد خلال (SLA)
وسيلة الدفع
يومين عمل
كارت حالا
3 أيام عمل
كارت حالا (Debit + Credit on Card)
يومين عمل
محفظة الكترونية
ساعتين عمل
محفظة حالا
يومين عمل
حالا كريديت (بالتقسيط)(CF)
ساعتين عمل للرد على الشكوي + 14 يوم عمل لاسترجاع المبلغ
کریدیت کارد / Apple Pay
ملحوظة مهمة :
1- لو العميل طلب استرجاع المبلغ علي الكريديت كارد/ apple pay: لازم نوضح للعميل ان الاسترجاع بيتم من جانبنا خلال ساعتين عمل والفلوس بترجع خلال 14 يوم عمل علي الكريديت كارد.
4. قيمتها كام (Total Amount)
UPG Transaction ID .5"
1519,226d997c72e45358aced50b90694c489,0,halan,General,Complain,Technical Issue,Yes,ok,Customer cant pay a bill (Halan),عميل لا يستطيع دفع فاتورة (Halan),yes,"Vertical: General | Type: Complain | Issue: Technical Issue | Escalation: Yes

Question EN: Customer cant pay a bill (Halan)
Question AR: عميل لا يستطيع دفع فاتورة (Halan)

Script:
*
عميل لا يستطيع دفع فاتورة:
Halan -> Complaint -> Technical -> Customer can't pay a bill
هنأكد علي العميل لو بيدفع الفاتورة برصيد حالا : لازم الفاتورة تكون علي الاقل بقيمة 500 جنيه (مش اقل من كدا).
• ونتأكد كمان ان الرصيد الموجود في المحفظة الالكترونیە او الکریدیت کارد کافي لدفع الفاتورة.
• لو الشروط دي موجودة والعميل لسة مش عارف يدفع الفاتورة بوضحله الخطوات التنشيطية . .Escalation No
في حالة تواصل معانا العميل مرة اخري ووضح ان المشكلة متحلتش هنمشي مع العميل خطوات تنشيطية :
نتأكد ان الانترنت شغال معاه بصورة طبيعية. . نتأكد ان العميل بيختار دفع الفاتورة او شحن الرصيد لشركة الاتصالات الصحيحة .. للرقم اللي هو اختاره. (لو الرقم 012 يبقي لازم العميل يكون اختار الدفع لشبكة Orange).
نأکد علي العمیل انه عنده فاتورة مستحقة الدفع فعلاً. •
بعد الخطوات التنشيطية لو المشكلة متحلتش , بناخد من العميل :
1. بیانات العميل کاملة
2. طريقة الدفع
3. الفاتورة اللي بيتم دفعه
Escalation Yes بنقدمله طلب و بیتم الرد خلال 48 ساعة عمل."
1520,b0fb4feeebf254bfbff8c79992607ace,0,halan,General,Complain,Technical Issue,Yes,ok,invoice later loan not reflected in Halan Card (Cash It),و المبلغ متحول علي الكارت cash it لو العميل اشتكي من انه طلب  (Cash It),yes,"Vertical: General | Type: Complain | Issue: Technical Issue | Escalation: Yes

Question EN: invoice later loan not reflected in Halan Card (Cash It)
Question AR: و المبلغ متحول علي الكارت cash it لو العميل اشتكي من انه طلب  (Cash It)

Script:
لو العميل اشتكي من انه طلب cash it والمبلغ متحول علي الكارت
cash it -> Complain -> tech -> invoice later loan not reflected in Halan Card Escalation: Yes
لازم نتأكد ان القرض موجود علي crm ونرجع للتيم ليدر الموجود نتأكد ان الفلوس منزلتش علي الكارت
هنعتذر للعميل ونوضحله انه هيتم حل المشكلة خلال 48 ساعة عمل"
1525,03db109686c450ab9df565d47b44a0d8,0,halan,CF,Complain,Non-Technical Issue,Yes,ok,Complaint against staff (Branch - direct sales - ...),شكوي عميل في موظف (فرع – تحصيل – نقطة تفعيل – توصيل – حالا مارت ..),yes,"Vertical: CF | Type: Complain | Issue: Non-Technical Issue | Escalation: Yes

Question EN: Complaint against staff (Branch - direct sales - ...)
Question AR: شكوي عميل في موظف (فرع – تحصيل – نقطة تفعيل – توصيل – حالا مارت ..)

Script:
شكوى عميل فى موظف (فرع - تحصيل - نقطة تفعيل - توصيل - حالا مارت .. ) :
Complaint -> against staff -> complaint against staff (Branch - direct sales -... )
Escalation: Yes
بنعتذر للعميل عن المشكلة اللي واجهته .. نسمع المشکلة بالظبط و نکتب الشکوي بالکامل مع كتابة اسم العميل رباعي ورقم البطاقة كامل وبيتم تقديم الشكوي واتخاذ الإجراء اللازم بعد التحقيق في الشكوي
- في حالة شكوى سوء المعاملة: لازم نوضح ف التيكت) وقت الشكوي - العميل معاه دليل ولا لا ""سكرين شوت -رسایل - صور للمشكلة) و نوضح دا ف التیکت.
- في حالة العميل بشكوا موظف التحصيل:
لازم نتأکد من CRM متأخرات العمیل کام قسط مدفعش کام شهر و نختار اقل من 3 شهور او اکثر من 3 شهور. وونختار العميل Credit scoring ولا فرع ( ولو فرع هنختار فرع آية).
الرد بیکون خلال 3 ایام عمل
Complaint Against Staff .
Collection Team
* متأخرات العميل
اكثر من 90 يوم ٧
أقل من 90 يوم
Branch type .
V Branches
Credit Scoring
Staff Name / Branch Name ( Complaint) .
Staff Name"
1529,8b507744f6c95701b776e8cb5fdf1e5a,0,halan,CF,Request,Non-Technical Issue,No,ok,Halan credit Unblock Request (Halan),عميل يريد إزالة الحظر عن الحد الائتماني (Halan),yes,"Vertical: CF | Type: Request | Issue: Non-Technical Issue | Escalation: No

Question EN: Halan credit Unblock Request (Halan)
Question AR: عميل يريد إزالة الحظر عن الحد الائتماني (Halan)

Script:
عميل يريد إزالة الحظر عن الحد الائتمانى:
CF -> Request -> Halan credit Unblock Request
Escalation: No
هنوضح للعميل ان الحظر بيكون راجع لاسباب ائتمانية ولازم حضرتك تلتزم بالدفع بحد ادني 3 شهور (3 شهور علي الاقل)
عشان نفك الحظر علي الحد الائتماني -> "" هعمل تيكت Escalation No""
ملحوظة :
1-هنعمل تيكت لعملاء Credit Scoring فقط
2- لو العميل وضح ان قسم التحصيل تواصل معاه وطلب منه يدفع القسط وهيفك الحظر
هنعمل شكوي في الموظف Collection - Wrong information والرد هيكون خلال 3 ايام عمل. = لازم ناخد بيانات العميل كاملة (لو فرع ناخد الفرع من CRM) .. وناخد اسم ورقم الموظف اللي تواصل معاه من التحصيل.
- ولو مع العميل اي (سكرين شوت) يبعتها علي رقم الواتساب بتاعنا"
